Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Promotion & Education Costs,Interest on Municipal  Capital,Total Gross Revenue,Year,Interaction of Households Serviced and operation cost,operation cost,Program efficiency,TOTAL Reported and/or Calculated Marketed Tonnes
1689,52,52,True,True,False,552,9,False,0.0,1422.39,0.0,2020,263520600.62999997,156021.66999999998,0.0030627972498907243,135.2
5370,26,26,True,False,True,555,7,True,17984.449999999997,2390.61,331.81,2020,3014575641.299999,561373.4899999999,0.003406998486346727,681.1980488222207
3249,52,52,True,False,False,556,7,False,2434.6400000000003,0.0,417.72,2020,1075402819.9799998,330995.01999999996,0.0035265020352688217,419.3546717514765
2862,52,52,False,False,True,558,7,True,237.6,0.0,0.0,2020,1621601157.7799997,566597.19,0.0019368129020586827,420.7794699722357
460,26,0,True,False,False,562,6,False,656.04,0.0,0.0,2020,21181670.599999998,46047.10999999999,0.0043457071571903405,87.0498123950294
3845,52,52,True,False,False,565,5,False,7302.75,793.43,560.0,2020,1353339376.3500001,351973.83,0.0038989357517453774,489.7974968761754
3065,52,52,True,True,False,567,9,False,2208.76,681.64,0.0,2020,661204419.7,215727.38,0.0050309970647715065,384.31575355473507
4433,52,52,True,False,False,600,7,True,9440.59,0.0,0.0,2020,1407863658.6299999,317587.11,0.005565531201257505,704.7600000000001
38435,52,52,True,False,False,601,4,False,49280.0,10965.91,226301.41999999998,2020,115678584356.5,3009719.9,0.004748145592768913,5313.41
1891,52,52,True,False,False,603,6,True,5613.88,0.0,0.0,2020,154568278.80999997,81738.90999999999,0.005426884057705144,104.05602741882994
5624,26,0,True,True,False,604,7,True,6461.87,1621.27,440.0,2020,1201722653.68,213677.57,0.00820300924673961,546.2846059247851
136,0,0,True,False,False,605,8,True,61.14,0.0,0.0,2020,1256081.04,9235.89,0.004308659453172608,11.64401978742645
328,0,0,True,False,False,607,8,True,61.14,0.0,0.0,2020,4543557.680000001,13852.310000000001,0.005465207574535303,17.473660100397495
1166,0,0,True,False,False,610,8,False,716.99,92.82,0.0,2020,45457431.13999999,38985.78999999999,0.007595237713399258,75.1963688383937
302,0,0,True,False,False,611,8,False,400.0,0.0,0.0,2020,7071864.54,23416.77,0.0027175311257119574,13.40899076824702
3309,26,26,True,False,False,612,7,True,3916.95,8505.52,6380.83,2020,1067609505.9900001,322638.11000000004,0.0038450087893431737,465.08168418311243
1054,26,26,False,False,True,613,5,False,0.0,0.0,0.0,2020,124846816.46,118450.48999999999,0.0033819375018482667,152.25244216441206
1676,0,0,True,False,False,616,8,False,1397.44,1318.27,0.0,2020,369962452.32,220741.32,0.002490366574217956,180.31
295,52,52,False,False,True,618,6,False,0.0,0.0,0.0,2020,5202159.8,17634.44,0.004334475781243308,19.8049837724141
2396,52,0,True,False,False,620,6,False,882.31,0.0,0.0,2020,302867697.8,126405.55,0.005619477520331228,210.5898077037784
1629,52,0,False,False,False,622,6,False,150.0,0.0,192.0,2020,173090176.92,106255.48,0.00394259882453419,107.73250716393926
2532,52,52,False,False,True,623,6,False,0.0,0.0,0.0,2020,207082430.52,81786.11,0.009745369149130184,250.89499187949434
297,52,0,True,False,False,626,6,False,100.0,0.0,0.0,2020,5503258.53,18529.49,0.004550830320982711,23.941522726196077
2313,0,0,False,False,False,627,6,False,0.0,0.0,0.0,2020,178713042.92999998,77264.60999999999,0.007894089171198946,160.83836755587546
4166,0,0,True,True,False,629,9,False,231.45,2850.4,20431.0,2020,814544735.32,195522.02000000002,0.004606953622763045,194.76
3584,0,0,True,False,False,630,9,False,629.89,0.0,4655.1900000000005,2020,1028846766.0799999,287066.62,0.002354677556916909,127.4853496890368
4817,26,26,False,False,True,634,6,True,9261.81,10216.92,0.0,2020,2999855873.9499993,622764.3499999999,0.0030329995563325436,740.6542756791191
548,52,52,True,False,False,635,7,False,601.5,0.0,0.0,2020,20736429.599999998,37840.2,0.0046914656396122,57.510000000000005
2195,52,52,False,False,False,636,6,False,100.0,0.0,76680.0,2020,179585768.79999998,81815.84,0.004129781066711839,52.01089419828802
40,52,52,False,False,True,637,8,True,0.0,0.0,0.0,2020,965266.4,24131.66,0.0010261571495226599,15.330000000000002
135,0,0,False,False,False,638,8,True,0.0,0.0,0.0,2020,2348526.1500000004,17396.49,0.002258812952950926,11.437998467465432
919,52,0,False,False,False,641,6,False,937.4200000000001,0.0,0.0,2020,30719743.84,33427.36,0.0025781740586043873,8.081893334069818
1230,26,0,True,True,False,642,7,True,1050.0,0.0,0.0,2020,93626062.5,76118.75,0.004851075390896322,110.8547309775436
75,52,0,False,False,True,643,7,False,1270.0,82.07,0.0,2020,1856941.4999999998,24759.219999999998,0.0009187958120197852,6.900025061560682
112,26,0,False,False,False,644,6,False,5810.39,0.0,0.0,2020,4361644.0,38943.25,0.0005897820420435086,4.710092674264346
97,0,0,False,False,False,645,8,True,0.0,0.0,0.0,2020,866340.9500000001,8931.35,0.003436822958126875,9.71352371519913
508,52,0,False,False,True,694,6,True,5568.1,1443.22,0.0,2020,19695861.040000003,38771.380000000005,0.0025359459388562375,19.03
2495,0,0,True,False,False,696,5,True,600.0,0.0,129.0,2020,292100278.7,117074.26,0.00730048937827303,292.79
519,26,0,False,False,True,706,6,True,897.5,0.0,0.0,2020,32259680.220000003,62157.380000000005,0.0026151294899218118,50.910157288144994
730,0,0,False,False,False,709,8,False,300.0,0.0,0.0,2020,39548866.9,54176.53,0.004176400077959512,70.12997764079938
1446,52,52,True,False,True,710,6,False,0.0,0.0,0.0,2020,109796428.44,75931.14,0.004271209507676047,72.74
1944,52,52,True,True,False,711,7,False,7115.25,6214.61,12751.15,2020,434512440.71999997,223514.62999999998,0.004167214807752954,446.28
3391,52,0,True,True,False,712,7,True,705.5,0.0,0.0,2020,1291710062.55,380923.05,0.0043299902471449735,802.2699999999999
742,0,0,False,False,False,714,8,False,0.0,0.0,0.0,2020,82604745.3,111327.15,0.001779141733194809,52.87122477901159
272,52,52,False,False,True,718,7,True,1275.0,0.0,0.0,2020,6365305.92,23401.86,0.004437118748291576,39.640028044351524
5702,52,52,True,False,False,731,5,False,11293.78,0.0,15317.28,2020,2303766743.68,404027.83999999997,0.005227878598848529,782.4315572325913
1510,52,52,True,True,False,732,5,True,1200.58,0.0,0.0,2020,136755309.3,90566.43000000001,0.0063836532652166616,221.3584626692276
1490,52,52,True,False,False,736,7,False,1309.87,0.0,144.0,2020,251360362.70000002,168698.23,0.0026244982384259164,131.56105718761611
358,26,0,False,False,False,747,6,True,198.22,29.53,0.0,2020,16281553.6,45479.2,0.0025646050610957684,38.00000000000001
323,0,0,False,False,False,749,8,False,0.0,0.0,0.0,2020,4283700.29,13262.230000000001,0.008462093572899752,38.99296278491534
832,52,52,True,True,False,754,5,False,475.0,0.0,0.0,2020,29852509.440000005,35880.420000000006,0.008019732778559942,99.520260711578
3755,52,52,True,True,False,757,7,False,6025.43,0.0,608.0,2020,1045281940.95,278370.69,0.004737130324127547,463.09248804220056
3541,39,39,True,True,False,758,6,True,32214.43,0.0,10.15,2020,1111807606.25,313981.25,0.0033420933049822295,310.9701064330129
24557,52,52,True,False,False,760,4,True,77795.55,634.71,569902.49,2020,39343761557.229996,1602140.39,0.006789454867721965,4818.32
622,0,0,False,False,True,764,8,True,0.0,0.0,0.0,2020,6258582.659999999,10062.029999999999,0.008187509253174225,10.911499538676162
752,26,26,False,False,False,765,6,True,0.0,0.0,0.0,2020,70491562.56,93738.78,0.003130346169696559,114.5
211,26,0,False,False,False,770,6,True,0.0,0.0,0.0,2020,5600897.94,26544.54,0.003556542302770441,42.24
1261,0,0,False,False,False,771,9,False,0.0,0.0,0.0,2020,116694957.60000001,92541.6,0.004707164879327111,150.47963975564835
4245,26,26,True,False,False,774,6,True,2220.28,1241.73,0.0,2020,1397702502.3,329258.54,0.003799967692878163,368.7705323109652
2098,0,0,False,False,False,775,8,True,9347.41,172.53,0.0,2020,262882672.88,125301.56,0.0047831338736925135,171.21134730686416
20930,52,52,False,False,True,786,7,False,21051.8,51295.02,167373.52,2020,32956809995.200005,1574620.6400000001,0.005081243605797895,3058.6
216,0,0,False,False,False,790,8,True,61.14,0.0,0.0,2020,1981000.7999999998,9171.3,0.005516401961906745,11.85004110738747
337,26,0,True,True,False,794,6,False,1077.5,272.02,0.0,2020,16367173.36,48567.28,0.0016997476262844008,20.222113750946736
2466,26,26,True,True,True,795,8,True,4541.29,6119.16,4554.55,2020,493695863.28,200201.08,0.0033198340207591837,179.13172249647664
142,0,0,False,False,False,796,8,True,0.0,513.06,0.0,2020,3575006.1999999997,25176.1,0.002820134969276417,35.5
425,0,0,False,False,False,797,8,False,0.0,0.0,1315.0,2020,18571046.5,43696.58,0.0020092007196302326,18.13646385828356
1253,0,0,False,False,False,801,8,False,1978.0,0.0,0.0,2020,142180967.32,113472.44,0.002823494709309255,81.92258974223245
292,26,26,False,False,False,806,6,True,0.0,0.0,0.0,2020,15967970.360000001,54684.83,0.0019262664372936616,38.00000000000001
5026,52,52,False,False,True,809,8,True,0.0,12432.36,0.0,2020,2263964615.08,450450.58,0.0017678295616095547,126.16898242797926
1299,52,0,True,False,False,810,8,False,0.0,529.88,0.0,2020,208323968.43,160372.57,0.002628942088523124,136.83999999999997
6706,52,52,True,True,False,811,6,True,4844.68,24801.03,3336.7400000000002,2020,4184942336.4,624059.4,0.003290401710542406,628.7618076825127
934,52,0,True,False,False,812,8,True,424.15,513.57,164.5,2020,80388707.52,86069.28,0.002119165584898975,35.618797095482755
550,52,0,False,False,False,818,8,False,50.71,0.0,0.0,2020,10569454.5,19217.19,0.006995356986277114,32.857676017331165
521,26,26,False,False,False,824,6,True,0.0,0.0,0.0,2020,30604087.049999997,58741.049999999996,0.002216592863488152,32.54
205,52,52,False,False,True,826,6,True,0.0,0.0,0.0,2020,7457178.4,36376.48,0.0026680810389760213,45.95000000000001
158,0,0,False,False,False,830,9,True,0.0,0.0,0.0,2020,4646208.04,29406.38,0.0021118879302576507,24.409999999999997
860,0,0,True,False,False,833,8,False,50.0,0.0,0.0,2020,34430254.8,40035.18,0.005460630587366,55.57387943158762
916,0,0,False,False,False,834,8,False,10786.17,686.51,5361.7,2020,48136102.28,52550.33,0.006165985389051825,114.62
2071,52,0,False,False,False,837,8,False,259.0,748.26,0.0,2020,339498781.48,163929.88,0.003871611144478251,194.5
1674,26,26,True,True,False,840,6,False,4222.6,0.0,0.0,2020,269678252.88,161098.12,0.0030925541033274425,148.27232695257985
345,26,26,False,False,False,843,6,True,0.0,0.0,0.0,2020,11206314.15,32482.070000000003,0.00285914284727031,24.999999999999996
304,0,0,False,False,False,845,8,True,0.0,0.0,0.0,2020,834641.1200000001,2745.53,0.007190174652437027,1.2819104353130037
357,26,0,False,False,True,846,6,True,0.0,0.0,0.0,2020,13915320.930000002,38978.490000000005,0.002599130117870744,28.75
543,52,52,False,False,True,914,8,False,532.3,0.0,0.0,2020,10589900.940000001,19502.58,0.008192596434617321,47.014024663782486
6062,52,52,True,False,False,854,7,True,15892.46,0.0,17207.98,2020,4463492185.32,736306.86,0.003401351879591759,1034.6772209405237
1605,52,0,True,False,False,855,7,False,2425.81,0.0,530.0,2020,253194399.6,157753.52,0.0038106094089202687,225.15
233,26,26,False,False,True,862,7,False,330.0,0.0,10454.92,2020,2554509.48,10963.56,0.005026747553169291,13.035311829144867
1321,0,0,False,False,False,866,8,False,2287.35,0.0,0.0,2020,65380860.66,49493.46,0.008622065904548526,137.85276769715003
272,0,0,False,False,False,871,8,False,467.54,0.0,0.0,2020,4090180.96,15037.43,0.004656185694679471,18.023491155764304
2369,0,0,False,False,False,873,8,False,913.93,96.37,0.0,2020,219884041.56,92817.24,0.006692695895365322,162.89000000000007
47845,52,52,True,True,False,878,4,True,130417.56999999999,18558.55,556703.9400000001,2020,174052741870.0,3637846.0,0.0050552879107229574,7068.770000000001
3443,26,26,True,False,False,885,5,False,1102.28,0.0,0.0,2020,446295259.84999996,129623.95,0.0026908037848721723,35.334385264868686
1438,52,0,True,False,False,888,6,False,0.0,0.0,0.0,2020,105362892.72,73270.44,0.005004396135934437,93.49794664651309
548,52,0,False,False,False,889,6,True,137.0,0.0,0.0,2020,29036289.64,52985.93,0.0026614900163081153,36.29027399017052
1492,26,26,True,False,False,891,6,True,1399.81,0.0,0.0,2020,159917856.6,107183.55,0.005954739684248418,273.03166188315413
1938,26,0,True,True,False,897,8,True,3051.41,3381.81,200.0,2020,668820001.68,345108.36,0.0012097545071456525,89.93975179187129
437,52,52,False,False,False,904,6,False,1331.25,0.0,0.0,2020,5598712.9,12811.7,0.00927478248988811,32.31019292050708
2490,0,0,True,True,False,905,8,False,850.0,0.0,0.0,2020,174130007.7,69931.73,0.007304897697571046,104.80390710632473
2311,26,0,True,True,False,906,6,True,3993.66,721.67,38252.3,2020,550758721.7199999,238320.51999999996,0.0029891981363479266,219.59999999999997
1324,0,0,False,False,False,907,8,False,0.0,2015.74,0.0,2020,23477446.04,17732.21,0.007226170359892919,12.40092665345982
4593,52,52,True,False,False,909,5,False,4265.91,0.0,1334.85,2020,851835692.6999999,185463.9,0.008016221220274237,481.24
1207,52,52,True,False,False,917,6,True,440.0,0.0,249.67,2020,65974680.35,54660.05,0.009183493453082552,208.7606404745742
980,0,0,False,False,False,918,8,False,668.63,0.0,0.0,2020,56796135.199999996,57955.24,0.0040226644919188655,55.46090672906836
1086,0,0,False,False,False,922,8,False,0.0,7582.23,7437.3,2020,152687972.76,140596.66,0.002877926501794964,150.75772640800346
512,26,26,False,False,False,923,5,False,282.26,0.0,84.96,2020,16985548.8,33174.9,0.004548914220349132,44.48
1877,0,0,False,False,False,924,8,False,1414.0,7.63,0.0,2020,88681286.33,47246.29,0.007937035638645406,74.91828218603861
745,12,12,True,True,False,929,8,False,2104.29,0.0,0.0,2020,55066876.150000006,73915.27,0.00289712792657576,61.55274245722206
866,0,0,True,False,False,936,9,False,23.98,0.0,0.0,2020,66381065.0,76652.5,0.0024582535404842846,41.00040080660366
791,0,0,False,False,False,952,9,False,474.11,328.89,3120.3,2020,72676613.31,91879.41,0.0023314251483370287,58.01
1145,0,0,False,False,False,955,8,True,357.0,0.0,0.0,2020,36097693.650000006,31526.370000000003,0.007879480386693692,53.89365121795087
672,26,0,True,False,False,957,6,False,1289.4299999999998,0.0,0.0,2020,27753761.280000005,41300.240000000005,0.006615513171387628,111.08692740797255
1977,52,52,True,False,False,958,7,False,627.2,0.0,123.4,2020,402742301.21999997,203713.86,0.00486911526882366,497.66213501309284
2237,26,0,True,False,False,959,6,True,1268.49,0.0,0.0,2020,287321599.83,128440.59,0.007340467327236758,397.3617132699998
1137,52,52,True,True,False,967,7,False,1408.8000000000002,1587.16,0.0,2020,110275412.85000002,96988.05000000002,0.004664993058844315,180.04372698414892
108,52,0,False,False,False,969,6,True,5500.0,7066.61,0.0,2020,8569208.16,79344.52,0.000620885890488717,22.47158471426664
1806,26,0,True,False,False,970,6,True,0.0,0.0,280.0,2020,135516912.3,75037.05,0.00797462602068077,198.2688139950779
7700,52,52,True,True,False,971,7,False,951.46,90.06,91228.23,2020,4953655091.0,643331.83,0.004098685347349288,902.9599999999998
365,0,0,False,False,False,973,8,True,0.0,227.86,0.0,2020,3740687.9000000004,10248.460000000001,0.005676101610894461,9.27095939824583
164,0,0,False,False,False,974,8,False,84.03999999999999,276.5,0.0,2020,2796603.4400000004,17052.460000000003,0.0027480534341612086,13.39
213,52,0,False,False,False,975,7,False,0.0,798.33,0.0,2020,17520939.09,82257.93,0.000784545918223701,19.552967743717296
286,52,52,False,False,False,976,7,True,457.65,2087.13,0.0,2020,19248314.8,67301.8,0.0010151633489248356,16.321466792467348
311,52,0,False,False,True,977,7,False,0.0,0.0,0.0,2020,22259706.82,71574.62,0.0016968872717759646,47.431154642315114
457,52,52,False,False,False,978,8,True,2027.34,512.35,0.0,2020,11835445.41,25898.13,0.004296136489742881,27.087988365245018
157,52,52,False,False,False,980,6,True,0.0,0.0,0.0,2020,6399433.04,40760.72,0.001622734854501809,27.866291129542205
357,52,52,True,True,True,981,7,False,0.0,2876.56,26749.0,2020,53839941.120000005,150812.16,0.001894694838637465,228.70889114628977
703,52,24,False,False,False,982,9,True,0.0,0.0,0.0,2020,82568615.39999999,117451.79999999999,0.0018582265849326728,67.75812300940163
614,26,0,True,False,False,983,7,True,0.0,0.0,0.0,2020,29913803.699999996,48719.549999999996,0.0037627514632690823,54.73299733631058
174,52,0,False,False,False,984,7,False,2729.51,0.0,0.0,2020,2384415.96,13703.539999999999,0.004442511807904692,21.29969952882271
1226,0,0,False,False,False,985,8,False,1962.17,12562.64,0.0,2020,294041473.82,239838.07,0.0010991725814569254,56.68622604100798
327,52,52,False,False,False,986,6,True,450.0,0.0,0.0,2020,14349087.0,43881.0,0.0011890056986357314,8.324787410276711
3166,0,0,False,False,False,987,9,False,3500.0,1.63,0.0,2020,313332719.66,98968.01000000001,0.010338528700388653,330.67110027386093
862,26,26,False,False,False,988,6,False,20858.15,6270.8,0.0,2020,91447511.19999999,106087.59999999999,0.0032672261453613417,139.37355407721688
2918,52,52,True,False,False,989,6,True,2157.57,7733.89,6553.83,2020,545232180.94,186851.33000000002,0.0031991242562491914,122.45296824942312
234455,52,52,True,False,True,1,1,True,93565.59999999999,18187.44,950288.1100000001,2021,2677906409328.7993,11421835.359999998,0.007793366330328107,33795.78
242377,52,52,True,False,False,6,2,False,360246.42000000004,343666.5,5947218.35,2021,4506447525776.1,18592719.299999997,0.005377165179936937,41238.33999999999
15519,26,26,True,True,False,8,5,True,3123.27,1051.56,403560.81000000006,2021,16114303563.54,1038359.66,0.0056948588791281745,2253.1899999999996
41407,52,52,True,True,True,12,4,False,77521.18,18591.77,1376037.5499999998,2021,210234096952.66998,5077259.81,0.003116839679858249,6048.029999999999
55876,52,52,True,False,False,14,3,False,132046.62,47344.5,380885.7,2021,148446999030.75998,2656722.01,0.009482925208657034,11359.300000000001
168187,26,26,False,False,True,18,2,False,274941.0,146895.89,5030534.29,2021,1654308949075.1096,9836128.529999997,0.005942443176021109,20313.559999999998
859854,26,26,True,True,False,20,1,True,772933.5,713253.88,18779347.939999998,2021,58005453975406.484,67459654.74999999,0.0042224150531317405,94359.44
36040,52,52,True,True,False,21,4,False,66571.65,2670.87,1108723.19,2021,158512620056.0,4398241.4,0.0031830752529827576,5438.3499999999985
30578,52,52,False,False,True,34,4,False,14032.08,426.13,921612.7799999999,2021,68717252006.56,2247277.52,0.005108465871549097,4310.08
47128,26,26,True,False,True,36,3,True,10732.71,142363.78,1206895.49,2021,345433878684.56,7329695.27,0.002088340150947252,4971.59
2332,26,26,True,True,False,39,7,True,1058.09,2227.34,951.67,2021,430600232.0400001,184648.47000000003,0.004162819543355163,253.36
9710,26,26,True,True,True,41,5,False,10259.67,0.0,294651.75,2021,5378147514.900001,553877.1900000001,0.006572910033115045,1364.97
189677,42,42,True,False,False,50,1,False,218082.25,182702.46,4638269.89,2021,2440804996966.6196,12868218.059999999,0.00505705969822687,22326.379999999994
210698,52,52,True,False,False,53,2,False,164969.4,127509.41,6313683.25,2021,2484201213236.5195,11790340.739999998,0.007062794446169367,32911.33000000001
34485,52,52,True,False,False,55,3,False,1889.27,0.0,217316.16,2021,49420484881.35,1433100.91,0.007282402167042182,3158.4400000000005
14194,52,52,True,False,False,56,5,False,6913.64,333.49,42700.71,2021,15015603366.900002,1057883.85,0.00566758072486402,2532.6
3162,26,26,True,True,False,59,7,True,12117.25,347.45,0.0,2021,454580250.24000007,143763.52000000002,0.005863640068437277,224.73470165236895
10298,52,52,True,False,False,67,5,True,25111.59,0.0,0.0,2021,1984484946.28,192705.86,0.017304086315217893,1079.7775674537168
83108,52,52,True,True,False,87,4,False,57329.03,7947.16,1812904.22,2021,465487181636.07996,5600991.26,0.005459099465413965,11249.390000000001
36977,52,52,True,False,True,88,4,False,45152.94,0.0,1048910.48,2021,120630745258.18001,3262318.3400000003,0.004323781421602441,5380.820000000001
50629,52,52,True,False,True,89,4,False,29424.6,16966.82,1193245.8599999999,2021,268585374733.83997,5304970.959999999,0.0031990770956585456,5688.74
390096,52,52,True,False,True,97,1,True,1150193.96,507534.85,11253837.650000002,2021,12073813134747.838,30950876.539999995,0.004716146980739854,54619.66999999999
545,52,52,False,False,False,100,9,True,0.0,0.0,0.0,2021,17273905.8,31695.24,0.004422544672539818,36.05255465692667
35096,26,26,True,False,False,103,3,True,21787.86,0.0,722298.0799999998,2021,65316179402.399994,1861071.9,0.00612661363728971,3704.330000000001
50618,26,26,True,False,True,123,3,False,69751.09,134.27,613594.22,2021,149319280365.72003,2949924.5400000005,0.006258692606448257,6734.169999999999
1493,26,26,True,True,False,128,7,True,257.04,0.0,265.5,2021,188754749.57000002,126426.49,0.0035511793262696556,135.00863958903545
23467,26,26,True,False,True,143,4,False,35777.39,0.0,780052.83,2021,24549438372.659996,1046125.9799999999,0.007894569790317099,2906.479999999999
3094,26,26,True,False,False,152,7,True,14372.16,739.9,0.0,2021,544161705.3599999,175876.43999999997,0.00582692654194831,339.44866846214023
3912,26,26,True,True,False,157,5,True,1167.23,0.0,150.0,2021,842830737.36,215447.53,0.005097903628399742,308.3666731159024
7298,0,0,False,False,True,159,9,False,2976.6,0.0,0.0,2021,2393535277.2,327971.39999999997,0.007295045463097563,784.3756335362949
8285,52,52,True,False,True,162,7,False,2630.21,35.08,55722.71,2021,4163925507.1,502586.06,0.006266179726001982,1197.1099999999997
5220,52,52,True,False,False,166,7,False,10591.43,0.0,154957.8,2021,2725426780.2000003,522112.41000000003,0.003730523082175081,726.77
235903,52,52,False,False,True,172,1,False,313919.14,125387.02,5187768.4799999995,2021,4368946093454.56,18520095.52,0.004733154227885387,32572.739999999998
3325,0,0,True,False,False,173,9,False,7202.620000000001,1637.07,0.0,2021,874144561.5,262900.62,0.004211595691945165,368.71000000000004
43560,52,52,False,False,True,179,3,False,65499.61,681.58,16987.4,2021,136690147004.40001,3137973.99,0.0048420406787170025,5299.9
73906,52,52,True,False,False,183,4,True,51130.84,2219.66,830619.73,2021,546174723844.82,7390126.97,0.004102321982673885,12436.0824
77244,52,52,True,True,False,186,4,True,40035.009999999995,223895.05,2557234.56,2021,701131211131.9199,9076837.18,0.00304133154082587,9865.789999999999
1916,0,0,False,False,False,188,8,False,0.0,310.73,42285.0,2021,310482588.48,162047.28,0.0037988066794203226,197.78
34681,26,26,True,True,True,190,4,False,31681.969999999998,27957.79,797103.2,2021,89270824344.46,2574055.66,0.004045973740222821,3127.4500000000007
2969,26,26,False,False,True,192,7,False,807.14,0.0,50028.32000000001,2021,590773727.99,198980.71000000002,0.004434150876067449,262.2
6103,52,52,True,True,False,204,9,True,0.0,0.0,0.0,2021,3129563411.97,512790.99,0.0031084770452910024,416.3252302759538
7800,52,52,True,True,True,205,7,False,4919.15,3944.06,0.0,2021,3477198114.0,445794.63,0.004649764806245652,550.8546689197105
5528,26,26,True,True,True,212,7,True,4200.3099999999995,0.0,690.0,2021,1775895815.76,321254.67,0.0047021851098756695,412.7910843855214
22531,52,52,False,False,True,214,5,True,7484.16,752.17,891786.46,2021,45573399625.6,2022697.5999999999,0.004303457741155793,3362.9200000000005
6290,52,52,True,True,True,216,7,False,9247.69,0.0,102254.19,2021,2633223899.5000005,418636.55000000005,0.00570317872945436,906.27
3974,52,52,True,True,False,218,9,False,2035.2,0.0,30.0,2021,922968057.1,232251.65,0.004328696420062352,254.33375968949872
3295,52,52,True,False,True,223,5,False,2493.04,1925.54,2274.2,2021,683280064.1999999,207368.75999999998,0.004752542611393374,294.77000000000004
2211,52,52,True,True,False,224,5,False,2479.37,0.0,165.0,2021,206278981.59,93296.69,0.006872127800579242,185.92003153456116
6478,52,52,True,True,False,229,7,False,0.0,0.0,159801.27,2021,3142078819.98,485038.41000000003,0.004796481407205808,835.52
1191,52,52,True,True,False,230,9,False,3452.52,0.0,3610.4,2021,162272380.34999996,136248.84999999998,0.0029327724136556936,134.0635311631771
1934,0,0,False,False,False,232,8,False,550.78,0.0,0.0,2021,286491987.62,148134.43,0.0031363436436914693,111.60992973333416
18445,26,26,True,False,False,233,5,False,8388.01,550.29,410686.88,2021,14446037492.949999,783195.3099999999,0.008182508272011725,2226.56
7285,52,52,True,True,True,236,7,False,3179.11,539.21,263853.92,2021,4161997429.6000004,571310.56,0.005104249665589466,1167.29
393,52,52,True,False,True,238,7,False,0.0,0.0,0.0,2021,7538529.930000001,19182.010000000002,0.006412004833000567,38.49314164623718
19964,26,26,True,True,True,239,7,False,45719.119999999995,4026.55,644798.9299999999,2021,35918857070.32,1799181.38,0.004239862018324703,2914.7799999999997
3342,0,0,False,False,False,245,8,False,9932.88,1451.64,0.0,2021,2093788867.08,626507.74,0.0014097922443719625,233.43
