Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Promotion & Education Costs,Interest on Municipal  Capital,Total Gross Revenue,Year,Interaction of Households Serviced and operation cost,operation cost,Program efficiency,TOTAL Reported and/or Calculated Marketed Tonnes
10939,52,52,False,False,True,249,7,True,2500.0,8633.61,0.0,2021,8351366095.03,763448.77,0.004508286409609748,1082.9419435527961
454823,26,26,True,False,True,270,1,True,539855.29,1516748.13,3758333.17,2021,16753091449901.682,36834310.160000004,0.004741549532086109,67066.13
4893,52,52,True,False,True,271,7,False,19727.57,0.0,268283.31,2021,4079599276.41,833762.37,0.002219256299323037,699.7199999999999
2562,52,52,True,True,False,272,5,False,0.0,0.0,0.0,2021,267673276.5,104478.25,0.008834453323907547,332.5309054271933
6338,26,26,False,False,True,275,7,True,3753.4,0.0,184857.01,2021,3233972612.6400003,510251.28,0.004224483559834316,733.0999999999999
1408,0,0,True,False,False,277,9,False,678.34,-298.54,25952.739999999994,2021,281851060.47999996,200178.30999999997,0.0019253537661211597,105.5
2865,0,0,False,False,False,279,9,False,1381.89,3406.29,0.0,2021,504931926.1499999,176241.50999999998,0.005081811676148642,279.9812301777484
1453,52,52,True,True,False,282,7,False,490.5,0.0,0.0,2021,100033746.54999998,68846.34999999999,0.006227478818701738,126.50880242886886
1344,52,52,True,True,False,287,7,True,0.0,1209.46,144.0,2021,147704363.52,109899.08000000002,0.00384126355009274,132.59802498771433
2735,26,26,True,False,False,290,7,True,2623.76,758.35,88464.71,2021,699788067.35,255864.01,0.0035932989915732805,309.0635469534524
36235,52,52,False,False,True,293,3,False,104689.51000000001,2440.64,1465119.84,2021,128765679780.25002,3553627.1500000004,0.004249957836654949,6294.840000000001
7323,52,52,True,False,False,294,7,False,3424.76,0.0,1505.0,2021,4924780770.719999,672508.6399999999,0.004293467638025192,1138.4739294732788
10679,52,52,True,False,False,296,7,False,16626.21,0.0,300828.91,2021,12340911579.33,1155624.27,0.0025356707907300945,804.0600000000002
5778,26,26,True,False,False,301,7,True,11285.5,74.43,35150.61,2021,2733999949.7999997,473174.1,0.0038815815475357314,583.8238348013793
4927,52,52,False,False,True,321,7,False,1932.74,5039.53,0.0,2021,2047353065.42,415537.46,0.0040616454611444195,578.1517201304339
57836,52,52,True,False,False,324,4,False,75841.34,43608.17,1691010.1199999999,2021,307015526407.8,5308381.05,0.003859014353905539,7255.69
3535,52,52,True,True,False,325,7,False,11826.119999999999,0.0,153.76,2021,1290538428.1999998,365074.51999999996,0.0033706641928207613,428.3557515449402
3744,26,26,True,True,True,331,9,False,2148.25,571.99,0.0,2021,738088266.24,197138.96,0.006097969359516845,385.9931146933256
146530,26,26,True,False,True,335,2,True,244655.85,149583.81,4908779.14,2021,2479982568345.2,16924742.84,0.003758436293906745,27614.17
1821,26,26,False,False,True,346,7,False,1984.92,0.0,40742.36,2021,340803081.81,187151.61,0.003343107436189847,214.97
204609,52,52,True,False,False,357,2,False,106004.63,164123.86,8459848.2,2021,4274373431347.2896,20890446.81,0.004214479320123413,37884.24
2459,52,52,True,False,False,358,7,False,0.0,0.0,35453.869999999995,2021,582155487.7900001,236744.81000000003,0.0027017761108308748,166.38
10470,52,52,True,False,False,361,7,False,7602.36,0.0,10430.98,2021,11311097084.7,1080334.01,0.0037914631185972797,1602.4448307656724
4417,26,26,False,False,False,369,9,False,2537.25,1818.73,0.0,2021,1650575832.3600001,373687.08,0.00372905919433377,439.63
2397,0,0,False,False,False,372,8,False,0.0,1323.98,0.0,2021,227766655.34999996,95021.54999999999,0.00623614056982629,146.48999999999998
1986,0,0,False,False,False,375,8,False,0.0,6528.07,0.0,2021,458877057.12,231055.92,0.002701192948306071,196.14000000000004
5216,52,52,True,False,False,376,7,True,1100.0,0.0,0.0,2021,2038156746.56,390750.91,0.004953287343789486,718.2067101281249
1900,26,26,True,False,False,382,7,False,4957.18,0.0,40035.12,2021,214944301.99999997,113128.57999999999,0.0055867873171276195,210.24
7445,52,52,True,True,True,389,7,False,2333.45,0.0,425.0,2021,4627814903.549999,621600.3899999999,0.004281990652622797,951.5887177287595
7252,26,26,False,False,True,394,6,False,3403.78,0.0,36858.27,2021,3185862196.1600003,439308.08,0.004204073311762229,470.35
5080,0,0,False,False,False,404,8,False,500.0,10411.17,85544.09,2021,1885125871.6000001,371087.77,0.005024480642672295,684.34
1649,0,0,False,False,False,413,8,True,451.04,246.6,0.0,2021,84659989.8,51340.2,0.007798449123946405,97.20999999999997
3650,26,26,False,False,True,414,6,True,9457.29,2282.92,10880.91,2021,814912067.0,223263.58,0.0034546169286313972,162.9831464964022
1200,0,0,True,True,False,416,9,False,1048.8,0.0,0.0,2021,51919416.0,43266.18,0.0,0.0
5308,52,52,False,False,True,420,9,True,5971.2,0.0,81.46,2021,2354357030.4,443548.8,0.0033026379307205447,404.2721572693481
5840,52,52,False,False,False,426,6,False,3175.0,0.0,0.0,2021,1268898205.6,217277.09,0.006840206476882402,378.2278011859357
3040,52,52,True,False,False,427,5,False,1211.44,0.0,80468.81999999999,2021,842098939.2000002,277006.23000000004,0.004054524289045622,414.94
37741,26,26,True,False,True,429,4,False,17849.94,840.35,627296.4,2021,58912686144.51,1560973.11,0.007896925396912304,4026.183000000001
17740,52,52,False,False,True,430,6,True,23800.52,14190.76,1180.0,2021,31344899844.600002,1766905.29,0.0036660839990342994,2365.2538032626444
3422,52,52,True,True,True,434,7,True,4527.26,0.0,0.0,2021,495206003.90000004,144712.45,0.006743084809035246,278.25887895072935
3721,52,52,False,False,False,437,7,True,2748.31,0.0,0.0,2021,962624858.18,258700.58,0.004545842829682486,371.67552797006766
426010,52,52,False,False,True,441,2,False,171503.55,9171.47,15408279.37,2021,10047031376350.799,23584027.08,0.006873598261348781,61685.69000000001
69,52,52,False,False,False,443,6,True,0.0,0.0,0.0,2021,1178589.69,17081.01,0.0017940727964214215,13.61
5848,26,26,False,False,True,502,7,True,4500.0,0.0,136878.49,2021,3063604157.7599998,523872.12,0.0033581862359686005,529.2401248316418
3052,52,52,True,False,False,503,7,False,3875.2799999999997,0.0,69322.05,2021,779560792.9200001,255426.21000000002,0.004173183587466614,372.29
713,0,0,False,False,False,508,9,False,0.0,13.17,0.0,2021,97942685.26000002,137367.02000000002,0.0012824922909546147,43.52962746910932
5991,52,52,True,True,False,510,7,False,3298.49,0.0,43742.12,2021,3092375668.2000003,516170.2,0.0034162184922189556,519.012496356639
4078,0,0,True,False,False,512,9,False,28057.71,0.0,14461.329999999998,2021,900431249.2600001,220802.17,0.004020555798133261,193.2554011302425
3922,52,52,False,False,True,516,9,False,67.84,426.02,16.02,2021,843928547.4200001,215178.11000000002,0.005095656650772181,306.5412346826856
2712,0,0,True,False,False,521,9,False,12460.17,4123.68,429.75,2021,884786176.08,326248.59,0.001852500145720023,134.6865111168773
1412,0,0,False,False,False,522,9,False,1994.69,1469.14,18.0,2021,156263851.4,110668.45000000001,0.0031445591312295944,85.76942320309286
6098,0,0,True,False,False,523,9,False,4126.32,515.08,1339.11,2021,2504357617.84,410685.08,0.00479663326545975,636.3608611564514
4600,52,52,False,False,False,524,5,False,5968.71,0.0,17687.95,2021,1241261608.0,269839.48,0.005738619204395223,521.276282667268
2251,0,0,False,False,False,527,9,False,3300.0,364.22,0.0,2021,323181742.52,143572.52,0.003907634601052207,139.82828932629033
15309,52,52,False,False,True,531,7,True,14616.67,424.04,11689.38,2021,9300925541.25,607546.25,0.008816594667932123,1874.19
167,0,0,False,False,False,537,8,True,61.14,0.0,0.0,2021,1723045.88,10317.64,0.004311013728522273,11.84685523835105
1140,0,0,False,False,False,543,9,False,0.0,0.0,0.0,2021,79940607.60000001,70123.34000000001,0.00437863126030712,82.69839526231716
218,52,52,False,False,False,545,8,False,90.0,0.0,0.0,2021,2011139.38,9225.41,0.00583328733971438,13.284389435241188
2562,52,52,True,True,False,547,9,False,2445.0,782.37,0.0,2021,390821673.47999996,152545.53999999998,0.005089542113646908,235.27583772559925
3684,0,0,False,False,False,550,7,True,1866.27,0.0,0.0,2021,1729807648.2000003,469546.05000000005,0.0022690737480259614,308.13
1522,26,26,True,False,False,551,7,False,953.25,43.72,0.0,2021,371387664.24,244012.92,0.0020813181883129164,169.46809613754837
1689,52,52,True,True,False,552,9,False,502.64,960.72,0.0,2021,271103129.67,160511.03,0.002977353552398697,135.22000000000003
5370,26,26,True,False,True,555,7,True,27507.15,2390.85,331.8,2021,3613745527.5,672950.75,0.002891265541681129,704.9661072146739
3249,52,52,True,False,False,556,7,False,1623.42,0.0,16230.57,2021,791982445.5900002,243761.91000000003,0.0044579751948687334,363.46054397357716
2862,52,52,False,False,True,558,7,True,0.0,0.0,0.0,2021,1145655022.5,400298.75,0.0027436481941736047,421.45934160974105
394,26,26,False,False,False,562,6,True,680.0,0.0,0.0,2021,15122295.24,38381.46,0.0026886829743148805,27.02874955640597
3902,52,52,True,False,False,565,5,False,8160.4,793.43,16633.559999999998,2021,1053263972.52,269929.26,0.0049909650487398,465.13789190988814
3065,52,52,True,True,False,567,9,False,2532.3599999999997,0.0,0.0,2021,776399808.8000001,253311.52000000002,0.004395938347586075,404.559672186701
4448,52,52,True,True,False,600,7,True,10769.16,0.0,0.0,2021,1348205346.56,303103.72,0.005858833789951522,708.9899999999999
38569,52,52,True,False,False,601,4,False,55489.5,10822.49,1001311.06,2021,167763137299.26004,4349688.540000001,0.003321656875229179,5412.370000000001
1902,52,52,False,False,False,603,6,True,5409.66,0.0,0.0,2021,176381779.79999998,92734.9,0.0047519631603282495,102.0991281586101
5808,26,26,True,True,False,604,7,True,9708.18,1588.84,490.0,2021,1316380470.2399998,226649.52999999997,0.007507368392948985,498.4923444891268
136,0,0,True,False,False,605,8,True,61.14,0.0,0.0,2021,1416157.12,10412.92,0.0039867115514737135,12.67172631136949
328,0,0,True,False,False,607,8,True,61.14,0.0,0.0,2021,5122658.08,15617.86,0.005054726543603474,19.000478509528214
1205,0,0,True,False,False,610,8,False,0.0,92.82,0.0,2021,59713991.9,49555.18,0.005281609852785531,56.84911436653082
263,0,0,True,False,False,611,8,False,400.0,0.0,0.0,2021,7413067.91,28186.57,0.0021865450075237752,14.442605687190882
3418,26,26,True,False,False,612,7,True,5440.74,8735.65,11769.55,2021,1242334136.7,363468.15,0.0034267508165881297,453.86397505581886
1054,26,26,False,False,True,613,5,False,0.0,0.0,0.0,2021,109598450.89999999,103983.34999999999,0.003986243660319039,163.01016309637436
1710,0,0,True,False,False,616,8,False,410.69000000000005,1675.49,0.0,2021,329714077.50000006,192815.25000000003,0.002879828212938885,180.31000000000003
295,52,52,False,False,True,618,6,False,0.0,0.0,0.0,2021,4523754.2,15334.76,0.005122653865617454,20.918087459455077
2400,52,52,True,False,False,620,6,False,991.83,0.0,0.0,2021,355473336.00000006,148113.89,0.004873828000037914,217.13044977838732
1629,52,52,False,False,False,622,6,False,160.0,0.0,48.0,2021,179841143.88,110399.72,0.004029023999957738,121.45476787490657
0,52,52,False,False,True,623,6,False,0.0,0.0,0.0,2021,0.0,81786.11,0.0,250.85033656810452
295,52,52,True,False,False,626,6,False,0.0,0.0,0.0,2021,5464816.000000001,18524.800000000003,0.004502772178142182,23.585494585157406
1903,0,0,False,False,False,627,6,False,0.0,0.0,0.0,2021,172397203.99,90592.33,0.0063304687405378425,172.82867814131154
4190,0,0,True,True,False,629,9,False,278.64,2850.4,48338.0,2021,690505337.9000001,164798.41000000003,0.005790470244457413,217.33000000000004
3607,0,0,True,False,False,630,9,False,1306.3,0.0,21427.5,2021,953647047.09,264387.87,0.002727707730084235,144.1891490021918
4541,26,26,False,False,True,634,6,True,9705.31,10352.03,0.0,2021,2883186205.7900004,634923.1900000001,0.002560534303843023,582.0389844623481
549,0,0,True,False,False,635,7,False,614.0,0.0,0.0,2021,20518282.080000002,37373.920000000006,0.00487474151489366,60.459999999999994
2194,52,52,False,False,False,636,6,False,0.0,0.0,76644.0,2021,179492982.95999998,81810.84,0.0034536819366489564,36.387293915419555
135,0,0,False,False,False,638,8,True,750.0,0.0,0.0,2021,2449978.6500000004,18147.99,0.0024581141471781507,14.741014951441613
78,0,0,False,False,False,639,8,False,240.0,0.0,0.0,2021,3039196.6799999997,38964.06,0.000600906937028413,7.028266801603825
893,52,52,False,False,False,641,6,False,897.95,0.0,0.0,2021,29848873.27,33425.39,0.0034396531350880995,14.802354674538888
1230,26,26,True,True,False,642,7,True,225.0,0.0,0.0,2021,96296835.3,78290.11,0.0044659790076552125,99.38985334119607
77,52,52,False,False,True,643,7,False,1260.0,82.07,0.0,2021,2952941.53,38349.89,0.0005885383598694308,6.6158716209853745
118,26,26,False,False,False,644,6,False,230.0,0.0,0.0,2021,2516051.4599999995,21322.469999999998,0.0014931474578955123,8.590103868626898
112,0,0,False,False,False,645,8,True,0.0,0.0,0.0,2021,1208189.92,10787.41,0.0036240431133097452,13.645927492434375
450,52,52,False,False,False,646,6,True,0.0,0.0,0.0,2021,44564935.5,99033.19,0.0005582017792539397,6.790964437350094
152,52,52,False,False,False,694,6,True,6470.0,2030.06,0.0,2021,12438223.84,81830.42,0.0007274081296556018,23.309999999999995
951,0,0,False,False,False,695,9,True,0.0,101.24,0.0,2021,12587664.24,13236.24,0.011672853105055545,25.10168006685426
2542,52,52,True,False,False,696,5,True,553.44,0.0,209.12,2021,301155747.74,118471.97,0.007352657406462365,298.5
540,26,26,False,False,True,706,6,True,900.0,0.0,0.0,2021,35101765.8,65003.27,0.0027276466721797735,58.21740926553425
1539,52,52,True,False,True,710,6,False,0.0,0.0,0.0,2021,240372239.31,156187.29,0.0020567097717207284,67.05
1944,52,52,True,True,False,711,7,False,400.12,8075.1,32865.36,2021,572694351.8399999,294595.86,0.0032784245234508086,479.83
3445,52,52,True,True,False,712,7,True,783.8199999999999,0.0,0.0,2021,1516235585.8,440126.44,0.0034740565307325795,678.6400000000001
768,0,0,False,False,False,714,8,False,0.0,0.0,0.0,2021,81698634.24,106378.43,0.0019127600776670342,53.90970190893122
272,52,52,False,False,True,718,7,True,1450.0,0.0,0.0,2021,8428126.719999999,30985.76,0.0035446569732172847,44.351042089793225
5341,52,52,True,False,False,731,5,False,10529.35,0.0,0.0,2021,2999761807.7700005,561647.9700000001,0.0035428056743615423,741.3110474410746
1235,52,52,True,True,False,732,5,True,5200.0,0.0,0.0,2021,112893610.05,91411.83,0.0056578696577699724,216.59265528507484
1496,52,52,True,False,False,736,7,False,1508.6499999999999,0.0,0.0,2021,250923885.52000004,167729.87000000002,0.002614371121228825,128.53568086978083
358,26,26,False,False,False,747,6,True,198.22,29.53,0.0,2021,16346072.359999998,45659.41999999999,0.002451574780223791,35.0
302,0,0,False,False,True,749,8,False,0.0,0.0,1145.08,2021,4040980.46,13380.73,0.006354095073495475,23.936469206960343
844,52,52,True,True,False,754,5,False,510.0,0.0,0.0,2021,31421579.84,37229.36,0.007979189177865028,104.55533983509511
3820,52,52,True,True,False,757,7,False,5632.0599999999995,0.0,807.0,2021,1091016677.1999998,285606.45999999996,0.004703443981537155,472.39429221566377
3598,39,39,True,True,False,758,6,False,35984.3,0.0,0.0,2021,1185150113.28,329391.36,0.003349222975965702,338.26056612812624
24655,52,52,True,False,False,760,4,True,68626.41,675.72,1203457.66,2021,42909065694.85,1740379.8699999999,0.00618229660165027,4695.51
584,0,0,True,False,False,764,8,True,0.0,0.0,0.0,2021,5876225.52,10062.029999999999,0.007685393417374947,10.239778837470297
752,52,52,False,False,False,765,6,True,0.0,0.0,0.0,2021,68012030.56,90441.53,0.002989332006208516,97.2
211,26,26,False,False,False,770,6,True,0.0,0.0,0.0,2021,5349757.3,25354.3,0.0037764565588809347,43.449999999999996
1290,0,0,False,False,False,771,9,False,0.0,0.0,0.0,2021,98380250.39999999,76263.76,0.006157613402275682,170.95096391466586
3631,52,52,True,False,False,774,6,True,1025.34,1241.73,0.0,2021,1124101174.26,309584.46,0.0037658602947863566,374.33502608479955
2113,0,0,False,False,False,775,8,True,9304.0,172.53,0.0,2021,246834088.57000002,116816.89000000001,0.004919064012498448,156.27040259183838
21178,52,52,False,False,True,786,7,False,20674.28,51263.39,443106.06,2021,34240290095.959995,1616785.8199999998,0.005052487212848296,3150.8700000000003
220,0,0,False,False,False,790,8,True,61.14,0.0,0.0,2021,2269880.8,10317.64,0.0049480321261353355,11.84685523835105
249,26,26,True,True,False,794,6,False,750.0,272.02,0.0,2021,13771983.33,55309.17,0.0011858595408623636,17.2767257582496
2466,26,26,True,True,True,795,8,True,713.75,6119.16,3172.5099999999998,2021,483868162.80000013,196215.80000000005,0.0039710612437278995,246.20000000000005
142,0,0,False,False,False,796,8,True,0.0,513.06,0.0,2021,3575006.1999999997,25176.1,0.0028399256329168497,35.999999999999986
462,0,0,False,False,False,797,8,True,0.0,0.0,0.0,2021,12271939.68,26562.64,0.0032324009072650494,15.956988688391213
1171,0,0,False,False,False,801,8,False,1836.0,0.0,0.0,2021,129862190.34,110898.54000000001,0.0028287716898871083,84.0408731907134
292,26,26,False,False,False,806,6,True,0.0,0.0,0.0,2021,16868299.8,57768.15,0.0019567782962760082,43.75999999999999
5021,52,52,False,False,True,809,8,True,3460.01,12432.36,0.0,2021,2464219635.44,490782.64,0.0022217007225515005,236.78777465897457
1300,52,52,True,False,False,810,8,False,0.0,628.96,0.0,2021,221423839.0,170326.03,0.002615919593788826,152.71
6083,52,52,True,True,False,811,6,True,4652.719999999999,29147.48,20474.57,2021,3905702624.67,642068.49,0.002975439060138722,599.9941522155511
937,52,52,True,False,False,812,8,True,309.96000000000004,513.57,290.5,2021,80534203.63,85948.98999999999,0.002414591870089627,45.9652294482
584,0,0,False,False,False,818,8,False,607.45,0.0,0.0,2021,12014106.399999999,20572.1,0.006584727682568679,31.42100301690798
521,26,26,False,False,False,824,6,True,0.0,0.0,0.0,2021,28156871.900000002,54043.9,0.0024254789261043334,32.97999999999999
205,52,52,False,False,True,826,6,True,0.0,0.0,0.0,2021,7391166.350000001,36054.47,0.0027375119942657676,47.52
563,0,0,False,False,False,830,9,False,0.0,155.87,0.0,2021,17684910.959999997,31411.92,0.003806944741680868,25.4
837,0,0,False,False,False,833,8,False,50.0,0.0,0.0,2021,34213764.42,40876.66,0.005183067452243554,53.62892221148886
925,0,0,False,False,False,834,8,False,7708.9,686.51,5392.8,2021,50391946.50000001,54477.780000000006,0.005151922142814576,85.16
2090,52,52,False,False,False,837,8,False,712.57,900.05,0.0,2021,289690908.09999996,138608.09,0.004533394699028316,188.92000000000004
1673,26,26,True,True,False,840,6,False,7473.34,0.0,0.0,2021,273086801.4,163231.8,0.0028697489440135584,131.16
345,26,26,False,False,False,843,6,True,0.0,0.0,0.0,2021,11206383.15,32482.27,0.0028419187161081894,24.69999999999999
735,0,0,False,False,False,847,8,False,130.0,0.0,0.0,2021,89558662.2,121848.52,0.0019449812455567303,76.41594953204459
6135,52,52,True,False,False,854,7,False,1855.81,0.0,771.72,2021,4235948173.5,690456.1,0.003202868808254834,797.1423354043767
1620,52,52,True,False,False,855,7,False,600.0,0.0,691.0,2021,272912376.59999996,168464.42999999996,0.003315467185838782,192.57100061772678
233,26,26,False,False,True,862,7,False,330.0,0.0,11900.0,2021,2917330.0900000003,12520.730000000001,0.004158416006416295,11.634808712767379
1333,0,0,False,False,False,866,8,True,2287.35,0.0,0.0,2021,70174865.23,52644.310000000005,0.00607601568115843,76.7556755358711
283,0,0,False,False,False,871,8,False,525.23,0.0,0.0,2021,4200583.149999999,14843.05,0.004639750344443555,16.75903819109027
2453,0,0,False,False,False,873,8,False,996.25,96.37,0.0,2021,276529805.31,112731.27,0.0052497432430241376,142.78
48094,52,52,True,True,False,878,4,True,130914.13,19861.05,1317864.46,2021,201899261749.94,4198013.51,0.004469365633178232,7319.620000000001
3575,52,52,False,False,False,885,5,False,1709.58,0.0,111689.82999999997,2021,843417753.7500001,235921.05000000002,0.004840329582356893,364.76
1412,52,52,True,False,False,888,6,False,0.0,0.0,0.0,2021,99374865.59999998,70378.79999999999,0.005461507650221991,104.63430912500077
553,52,52,False,False,False,889,6,True,155.0,0.0,0.0,2021,27946634.729999997,50536.409999999996,0.0026601873911314554,32.68196078959271
1499,26,26,True,False,False,891,6,True,1776.96,0.0,0.0,2021,169029218.68,112761.32,0.0049225619957072135,205.54222728963816
1899,26,26,True,True,False,897,8,True,1961.04,3581.99,360.0,2021,841176444.4200001,442957.58,0.0009166894196680419,86.8247913927169
437,52,52,False,False,False,904,6,True,1331.25,0.0,0.0,2021,7747699.729999999,17729.289999999997,0.006185415800629548,27.519405625701427
2490,0,0,True,True,True,905,8,False,850.0,0.0,0.0,2021,190994229.89999998,76704.51,0.00578395531086386,79.04825919556662
1324,0,0,False,False,False,907,8,False,0.0,2015.74,0.0,2021,20243417.16,15289.59,0.00802215222609605,11.362803380870107
4669,26,26,True,False,False,909,5,False,3399.55,0.0,90.0,2021,861221095.35,184455.15,0.008283601199321602,500.03000000000003
548,52,52,False,False,True,914,8,False,535.0,0.0,0.0,2021,22286781.880000003,40669.310000000005,0.005722646702230352,98.84322786525229
992,0,0,False,False,False,918,8,False,2012.3200000000002,0.0,0.0,2021,68261702.39999999,68812.2,0.003397645600026698,55.103015623061204
1086,0,0,False,False,False,922,8,False,618.2,8269.03,3615.62,2021,138052211.4,127119.9,0.0024838348180493417,91.80000000000001
435,52,52,False,False,False,923,5,False,261.83000000000004,0.0,129.3,2021,14719121.100000001,33837.060000000005,0.006299803708412577,104.46000000000001
820,0,0,False,False,False,924,8,False,1745.1,198.94,0.0,2021,63171668.400000006,77038.62000000001,0.003060834515044648,67.80829693232754
715,12,12,True,True,False,929,8,False,3687.28,0.0,0.0,2021,81259278.10000001,113649.34000000001,0.0018493160411185074,61.78030780286209
869,0,0,False,False,False,936,9,False,25.66,0.0,0.0,2021,64092703.95,73754.55,0.002433273279912469,37.062920062390205
791,0,0,False,False,False,952,9,True,611.52,328.89,7498.0,2021,68039225.52,86016.71999999999,0.0026132912692016833,63.87999999999999
1145,0,0,False,False,False,955,8,True,357.0,0.0,0.0,2021,36938558.75,32260.75,0.007399635422446032,49.76959172462127
679,26,26,True,False,False,957,6,False,1352.98,0.0,0.0,2021,27947266.549999997,41159.45,0.006619075720210784,109.3110459605249
2172,52,52,True,False,False,958,7,False,379.7,0.0,172.88,2021,451287604.08000004,207775.14,0.004418682928526829,388.07263932750806
2281,26,26,True,True,True,959,6,True,1968.75,0.0,0.0,2021,294408578.76,129069.96,0.006808915808954382,338.5953535590178
1141,52,52,False,False,True,967,7,False,1408.8000000000002,1587.16,0.0,2021,108136460.81,94773.41,0.002926562847381155,67.42222484834431
1815,26,26,True,False,False,970,6,True,0.0,0.0,370.0,2021,138260855.7,76176.78,0.007285671138038269,169.71011231601815
7855,52,52,True,True,False,971,7,False,1096.92,90.06,213937.14,2021,4895412737.500001,623222.5000000001,0.0041757693121121185,862.2099999999999
365,0,0,False,False,False,973,8,True,0.0,227.86,0.0,2021,4660309.050000001,12767.970000000001,0.005108320033195673,11.654859385148482
164,0,0,False,False,False,974,8,False,84.03999999999999,1492.1,0.0,2021,5859091.88,35726.17,0.001230291741620796,11.780000000000003
213,52,52,False,False,False,975,7,False,1244.0,798.33,0.0,2021,19660064.01,92300.77,0.0008604571108255459,29.613483714622856
311,52,52,False,False,True,977,7,False,0.0,0.0,0.0,2021,21992256.15,70714.65,0.0017576210185689025,49.67168335066072
462,49,49,False,False,True,978,8,True,2724.0,943.22,0.0,2021,21058135.560000002,45580.380000000005,0.002201877551585055,21.802195774780508
157,0,0,False,False,False,980,6,True,0.0,0.0,0.0,2021,7090991.350000001,45165.55,0.001735742218571914,39.145821180745806
382,52,52,True,True,True,981,7,False,0.0,2846.86,27077.84,2021,118050025.36,309031.48,0.0006734964269410899,113.39990030452911
0,52,52,False,False,False,982,9,True,0.0,0.0,0.0,2021,0.0,58651.29,0.0,29.56025043566946
620,52,52,True,False,False,983,7,True,620.0,0.0,0.0,2021,30635619.8,49412.29,0.004519344070016547,80.43204057682397
104,52,52,False,False,True,984,7,False,2125.0,0.0,0.0,2021,1469203.84,14126.960000000001,0.004709680577675605,42.56444725915124
1234,0,0,False,False,False,985,8,False,2340.0,12936.39,0.0,2021,290780710.18,235640.77,0.0016680019678924159,125.19264759710782
357,52,52,False,False,False,986,6,True,0.0,0.0,0.0,2021,16081446.99,45046.07,0.0008385122289097628,3.9963581296238244
3173,0,0,False,False,False,987,9,True,0.0,1.63,0.0,2021,291480759.59000003,91862.83,0.009878022059572002,259.50728395461186
877,52,52,False,False,False,988,6,False,21122.6,6270.8,14.0,2021,91685649.28,104544.64,0.002480911590058269,76.705503595032
2916,52,52,True,False,False,989,6,True,2335.02,7649.5,26334.129999999997,2021,824861837.88,282874.43,0.002508919963880844,172.7322692645771
